timestamp,strategy,zone_type,zone_price,trend,reason
2025-09-27T01:32:00.331655,aggressive,demand,69075.62,downtrend,score below threshold (FAST)
2025-09-27T01:32:00.337912,aggressive,supply,69811.36,downtrend,score below threshold (FAST)
2025-09-27T01:33:00.336522,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:33:00.338336,aggressive,demand,69075.62,downtrend,score below threshold (FAST)
2025-09-27T01:33:00.338336,aggressive,supply,69811.36,downtrend,score below threshold (FAST)
2025-09-27T01:34:00.326114,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:34:00.326114,aggressive,demand,69075.62,downtrend,score below threshold (FAST)
2025-09-27T01:34:00.335348,aggressive,supply,69811.36,downtrend,score below threshold (FAST)
2025-09-27T01:35:00.379156,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:35:00.379156,aggressive,demand,69075.62,downtrend,score below threshold (FAST)
2025-09-27T01:35:00.379156,aggressive,supply,69811.36,downtrend,score below threshold (FAST)
2025-09-27T01:36:00.379586,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:36:00.383983,aggressive,supply,69811.36,downtrend,score below threshold (FAST)
